Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
294,B,Mandalay,Member,Female,Food and beverages,32.41,7,11.3435,238.2135,05-20-2019,20,Credit card,226.87,4.761904762,11.3435,9.6
295,B,Yangon,Member,Female,Electronic accessories,51.93,6,15.579,327.159,05-08-2019,20,,311.58,4.761904762,15.579,9.4
296,C,Yangon,Normal,Female,Health and beauty,94.9,2,9.49,199.29,06-15-2019,18,Credit card,189.79999999999998,4.761904762,9.49,7.7
297,C,Naypyitaw,Normal,Male,Health and beauty,7.74,2,0.774,16.254,06-17-2019,15,Cash,15.48,4.761904762,0.774,6.1
298,B,Naypyitaw,Member,Male,Fashion accessories,25.79,8,10.316,216.636,05-27-2019,12,Cash,206.32,4.761904762,10.316,3.8
299,B,Yangon,Normal,Male,Fashion accessories,84.93,2,8.493,178.353,06-22-2019,19,Credit card,169.86,4.761904762,8.493,1.8
300,A,Yangon,Member,Male,Food and beverages,13.55,6,4.065,85.365,05-28-2019,16,Cash,81.3,4.761904762,4.065,5.8
301,C,Yangon,Member,Female,Health and beauty,9.48,4,1.896,39.816,06-20-2019,10,Credit card,37.92,4.761904762,1.896,8.5
302,B,Naypyitaw,Member,Female,Health and beauty,50.8,8,20.32,426.72,05-22-2019,14,,406.40000000000003,4.761904762,20.32,7.7
303,A,Mandalay,Member,Female,Electronic accessories,4.61,2,0.461,9.681,05-17-2019,19,,9.219999999999999,4.761904762,0.461,3.8
304,A,Mandalay,Normal,Female,Electronic accessories,48.82,1,2.441,51.261,05-12-2019,14,Ewallet,48.82,4.761904762,2.441,5
305,C,Yangon,Normal,Male,Home and lifestyle,58.64,8,23.456,492.576,06-05-2019,15,Cash,469.12,4.761904762,23.456,9.8
306,A,Naypyitaw,Normal,Male,Sports and travel,21.49,6,6.447,135.387,06-28-2019,18,Ewallet,128.94,4.761904762,6.447,7.7
307,A,Naypyitaw,Normal,Male,Sports and travel,76.84,4,15.368,322.728,04-03-2019,15,Cash,307.36,4.761904762,15.368,1.2
308,A,Naypyitaw,Normal,Male,Fashion accessories,61.95,2,6.195,130.095,05-06-2019,18,Cash,123.9,4.761904762,6.195,5.8
309,A,Naypyitaw,Member,Male,Health and beauty,44.57,1,2.2285,46.7985,05-23-2019,13,,44.57,4.761904762,2.2285,7.3
310,C,Mandalay,Member,Female,Sports and travel,57.31,6,17.193,361.053,05-23-2019,20,Credit card,343.86,4.761904762,17.193,3.5
311,C,Naypyitaw,Member,Female,Sports and travel,8.92,6,2.676,56.196,06-21-2019,11,Cash,53.519999999999996,4.761904762,2.676,5.5
312,B,Naypyitaw,Normal,Female,Health and beauty,16.59,7,5.8065,121.9365,04-24-2019,12,,116.13,4.761904762,5.8065,7.9
313,A,Mandalay,Normal,Female,Food and beverages,33.96,10,16.98,356.58,05-16-2019,9,Cash,339.59999999999997,4.761904762,16.98,9.7
314,A,Naypyitaw,Member,Male,Sports and travel,79.97,5,19.9925,419.8425,06-08-2019,20,Credit card,399.84999999999997,4.761904762,19.9925,1.2
315,C,Yangon,Normal,Female,Sports and travel,93.66,6,28.098,590.058,06-14-2019,20,,561.96,4.761904762,28.098,7
316,B,Mandalay,Normal,Male,Health and beauty,42.05,1,2.1025,44.1525,05-22-2019,19,,42.050000000000004,4.761904762,2.1025,9
317,A,Naypyitaw,Normal,Female,Fashion accessories,18.37,5,4.5925,96.4425,04-12-2019,10,,91.85,4.761904762,4.5925,8.5
318,C,Naypyitaw,Member,Female,Food and beverages,76.02,6,22.806,478.926,04-10-2019,20,Cash,456.12,4.761904762,22.806,9.5
319,A,Naypyitaw,Normal,Male,Fashion accessories,35.62,8,14.248,299.208,06-14-2019,16,Ewallet,284.96000000000004,4.761904762,14.248,4.6
320,B,Yangon,Normal,Female,Home and lifestyle,82.29,10,41.145,864.045,06-27-2019,9,Ewallet,822.9,4.761904762,41.145,6.7
321,A,Naypyitaw,Member,Female,Food and beverages,37.44,3,5.616,117.936,06-05-2019,14,,112.32000000000001,4.761904762,5.616,3.9
322,B,Yangon,Member,Male,Food and beverages,5.78,4,1.156,24.276,06-28-2019,16,Ewallet,23.12,4.761904762,1.156,6.3
323,C,Naypyitaw,Normal,Female,Sports and travel,51.21,9,23.0445,483.9345,06-15-2019,17,Credit card,460.89,4.761904762,23.0445,1.8
324,A,Naypyitaw,Member,Male,Sports and travel,57.19,4,11.438,240.198,06-24-2019,10,Cash,228.76000000000002,4.761904762,11.438,5.1
325,C,Yangon,Member,Female,Home and lifestyle,38.71,8,15.484,325.164,05-13-2019,19,Cash,309.68,4.761904762,15.484,4.5
326,C,Mandalay,Member,Female,Sports and travel,42.4,7,14.84,311.64,05-25-2019,17,Cash,296.8,4.761904762,14.84,9.4
327,C,Yangon,Member,Female,Home and lifestyle,86.72,7,30.352,637.392,04-28-2019,10,Ewallet,607.0400000000001,4.761904762,30.352,4.3
328,C,Mandalay,Member,Female,Food and beverages,91.66,3,13.749,288.729,06-02-2019,10,Cash,274.97999999999996,4.761904762,13.749,5.2
329,B,Yangon,Normal,Female,Home and lifestyle,39.27,6,11.781,247.401,04-08-2019,14,,235.62,4.761904762,11.781,2
330,C,Naypyitaw,Normal,Female,Home and lifestyle,67.41,5,16.8525,353.9025,04-08-2019,16,Cash,337.04999999999995,4.761904762,16.8525,4.4
331,B,Yangon,Member,Male,Food and beverages,48.4,7,16.94,355.74,04-01-2019,10,Credit card,338.8,4.761904762,16.94,7.2
332,C,Yangon,Normal,Female,Health and beauty,23.97,3,3.5955,75.5055,05-17-2019,16,Cash,71.91,4.761904762,3.5955,5.1
333,A,Naypyitaw,Normal,Female,Fashion accessories,67.58,7,23.653,496.713,04-09-2019,19,Cash,473.06,4.761904762,23.653,7.9
334,C,Mandalay,Member,Female,Fashion accessories,77.4,10,38.7,812.7,04-28-2019,13,Ewallet,774,4.761904762,38.7,6.6
335,B,Mandalay,Member,Female,Food and beverages,88.28,3,13.242,278.082,04-25-2019,19,Credit card,264.84,4.761904762,13.242,5.2
336,B,Naypyitaw,Member,Female,Electronic accessories,96.45,7,33.7575,708.9075,04-12-2019,16,Credit card,675.15,4.761904762,33.7575,1.8
337,B,Naypyitaw,Member,Male,Sports and travel,73.77,1,3.6885,77.4585,06-08-2019,13,Ewallet,73.77,4.761904762,3.6885,6.9
338,A,Naypyitaw,Member,Male,Health and beauty,77.33,3,11.5995,243.5895,05-24-2019,21,Ewallet,231.98999999999998,4.761904762,11.5995,3.7
339,C,Naypyitaw,Member,Female,Food and beverages,26.45,10,13.225,277.725,06-07-2019,11,Credit card,264.5,4.761904762,13.225,10
340,C,Mandalay,Member,Female,Home and lifestyle,53.65,10,26.825,563.325,06-01-2019,15,,536.5,4.761904762,26.825,1.1
341,B,Mandalay,Normal,Female,Food and beverages,22.27,4,4.454,93.534,05-10-2019,13,Cash,89.08000000000001,4.761904762,4.454,5.1
342,A,Mandalay,Member,Male,Electronic accessories,19.62,10,9.81,206.01,06-16-2019,14,,196.2,4.761904762,9.81,7
343,C,Mandalay,Normal,Male,Sports and travel,5.18,10,2.59,54.39,06-04-2019,13,,51.8,4.761904762,2.59,7.6
344,C,Naypyitaw,Member,Male,Food and beverages,24.14,7,8.449,177.429,06-09-2019,21,Credit card,168.98,4.761904762,8.449,9.4
345,A,Yangon,Member,Female,Food and beverages,80.29,1,4.0145,84.3045,04-30-2019,13,Credit card,80.29,4.761904762,4.0145,5.7
346,B,Mandalay,Member,Male,Health and beauty,73.01,8,29.204,613.284,05-31-2019,9,Ewallet,584.08,4.761904762,29.204,5.1
347,A,Yangon,Normal,Male,Health and beauty,54.63,10,27.315,573.615,05-13-2019,19,Credit card,546.3,4.761904762,27.315,9
348,C,Mandalay,Normal,Male,Home and lifestyle,99.56,4,19.912,418.152,05-24-2019,15,Cash,398.24,4.761904762,19.912,6.4
349,A,Naypyitaw,Normal,Female,Electronic accessories,49.87,2,4.987,104.727,04-28-2019,18,,99.74000000000001,4.761904762,4.987,3.8
350,B,Mandalay,Member,Female,Health and beauty,34.06,10,17.03,357.63,04-13-2019,15,Cash,340.6,4.761904762,17.03,2.4
351,A,Mandalay,Member,Female,Health and beauty,51.6,6,15.48,325.08,04-01-2019,14,Credit card,309.59999999999997,4.761904762,15.48,8.4
352,C,Mandalay,Member,Female,Electronic accessories,30.8,8,12.32,258.72,05-10-2019,19,Credit card,246.40000000000003,4.761904762,12.32,8.3
353,A,Mandalay,Member,Female,Sports and travel,39.3,5,9.825,206.325,06-17-2019,20,Credit card,196.5,4.761904762,9.825,8.6
354,B,Naypyitaw,Member,Male,Electronic accessories,44.13,2,4.413,92.673,05-26-2019,11,Credit card,88.26,4.761904762,4.413,7.5
355,A,Naypyitaw,Member,Female,Sports and travel,76.98,6,23.094,484.974,05-06-2019,21,Ewallet,461.88,4.761904762,23.094,1.2
356,B,Yangon,Member,Male,Electronic accessories,94.31,8,37.724,792.204,04-27-2019,21,Ewallet,754.4799999999999,4.761904762,37.724,7.3
357,C,Yangon,Member,Male,Fashion accessories,86.31,6,25.893,543.753,04-08-2019,12,Cash,517.86,4.761904762,25.893,4.9
358,B,Naypyitaw,Member,Male,Home and lifestyle,31.04,4,6.208,130.368,05-29-2019,18,Credit card,124.16,4.761904762,6.208,2.2
359,B,Naypyitaw,Normal,Female,Sports and travel,11.45,8,4.58,96.18,05-22-2019,13,Ewallet,91.60000000000001,4.761904762,4.58,7.9
360,C,Yangon,Normal,Male,Electronic accessories,74.61,7,26.1135,548.3835,04-18-2019,15,Cash,522.27,4.761904762,26.1135,7.3
361,A,Mandalay,Normal,Male,Fashion accessories,11.24,10,5.62,118.02,06-29-2019,14,,112.39999999999999,4.761904762,5.62,1.1
362,C,Yangon,Member,Female,Fashion accessories,94.74,3,14.211,298.431,06-12-2019,16,Credit card,284.21999999999997,4.761904762,14.211,6.5
363,C,Yangon,Normal,Male,Sports and travel,48.26,4,9.652,202.692,06-09-2019,14,Cash,193.04000000000002,4.761904762,9.652,2.2
364,A,Mandalay,Normal,Female,Sports and travel,38.02,4,7.604,159.684,05-31-2019,17,Ewallet,152.07999999999998,4.761904762,7.604,6.4
365,B,Naypyitaw,Member,Male,Electronic accessories,21.85,5,5.4625,114.7125,06-11-2019,20,Ewallet,109.25,4.761904762,5.4625,7
366,A,Mandalay,Member,Male,Home and lifestyle,72.26,3,10.839,227.619,06-13-2019,11,Cash,216.78,4.761904762,10.839,2.6
367,B,Naypyitaw,Normal,Male,Electronic accessories,98.72,8,39.488,829.248,05-25-2019,9,,789.76,4.761904762,39.488,8.4
368,B,Naypyitaw,Normal,Male,Home and lifestyle,5.13,10,2.565,53.865,06-15-2019,9,Credit card,51.300000000000004,4.761904762,2.565,2.5
369,C,Yangon,Normal,Female,Fashion accessories,21.9,1,1.095,22.995,06-16-2019,11,Cash,21.900000000000002,4.761904762,1.095,3
370,A,Yangon,Normal,Female,Food and beverages,37.28,5,9.32,195.72,05-19-2019,17,,186.4,4.761904762,9.32,4.1
371,B,Yangon,Member,Male,Home and lifestyle,77.46,5,19.365,406.665,06-25-2019,19,Credit card,387.3,4.761904762,19.365,1.1
372,A,Mandalay,Member,Female,Sports and travel,4.23,7,1.4805,31.0905,06-21-2019,20,Cash,29.61,4.761904762,1.4805,5.4
373,C,Yangon,Member,Male,Sports and travel,21.57,8,8.628,181.188,04-18-2019,10,Cash,172.56,4.761904762,8.628,6.3
374,A,Yangon,Member,Female,Fashion accessories,65.09,5,16.2725,341.7225,04-26-2019,17,Credit card,325.45000000000005,4.761904762,16.2725,1.8
375,C,Yangon,Normal,Female,Food and beverages,22.94,5,5.735,120.435,05-22-2019,21,Cash,114.7,4.761904762,5.735,6.2
376,C,Mandalay,Member,Male,Home and lifestyle,63.76,9,28.692,602.532,04-22-2019,17,,573.84,4.761904762,28.692,7.3
377,A,Mandalay,Normal,Male,Food and beverages,68.96,4,13.792,289.632,04-01-2019,9,Ewallet,275.84000000000003,4.761904762,13.792,3.4
378,A,Yangon,Normal,Female,Fashion accessories,67.72,10,33.86,711.06,05-23-2019,19,Cash,677.1999999999999,4.761904762,33.86,4.6
379,B,Mandalay,Normal,Male,Food and beverages,98.9,6,29.67,623.07,06-10-2019,19,,593.4000000000001,4.761904762,29.67,2.7
380,A,Naypyitaw,Member,Female,Electronic accessories,8.35,7,2.9225,61.3725,06-29-2019,16,Credit card,58.45,4.761904762,2.9225,2.3
381,B,Mandalay,Normal,Male,Food and beverages,17.42,3,2.613,54.873,04-07-2019,16,,52.26,4.761904762,2.613,8.6
382,B,Yangon,Normal,Female,Sports and travel,2.4,8,0.96,20.16,06-13-2019,10,Cash,19.2,4.761904762,0.96,6.1
383,C,Mandalay,Normal,Male,Electronic accessories,71.4,3,10.71,224.91,06-17-2019,15,Credit card,214.2,4.761904762,10.71,5.4
384,C,Yangon,Member,Male,Health and beauty,66.09,2,6.609,138.789,04-22-2019,16,Ewallet,132.17999999999998,4.761904762,6.609,7.4
385,B,Naypyitaw,Normal,Female,Sports and travel,20.26,6,6.078,127.638,04-15-2019,20,Ewallet,121.56,4.761904762,6.078,6.2
386,C,Yangon,Normal,Female,Health and beauty,45.49,7,15.9215,334.3515,04-17-2019,12,Credit card,318.43,4.761904762,15.9215,5.4
387,B,Mandalay,Normal,Female,Sports and travel,98.99,7,34.6465,727.5765,05-24-2019,13,Credit card,692.9300000000001,4.761904762,34.6465,5.9
388,C,Naypyitaw,Member,Male,Electronic accessories,15.53,6,4.659,97.839,05-25-2019,10,Credit card,93.17999999999999,4.761904762,4.659,7.6
389,C,Naypyitaw,Normal,Male,Fashion accessories,14.52,5,3.63,76.23,05-04-2019,12,Credit card,72.60000000000001,4.761904762,3.63,5.8
390,C,Mandalay,Member,Female,Food and beverages,17.83,10,8.915,187.215,06-09-2019,20,Ewallet,178.3,4.761904762,8.915,3.1
391,B,Naypyitaw,Member,Male,Food and beverages,7.98,2,0.798,16.758,06-17-2019,11,Credit card,15.959999999999999,4.761904762,0.798,5
392,A,Mandalay,Normal,Male,Fashion accessories,21.65,3,3.2475,68.1975,05-25-2019,18,Ewallet,64.95,4.761904762,3.2475,9.5
393,B,Yangon,Member,Female,Home and lifestyle,82.86,6,24.858,522.018,06-20-2019,19,,497.16,4.761904762,24.858,4.2
394,A,Mandalay,Member,Female,Home and lifestyle,72.45,2,7.245,152.145,04-01-2019,21,,144.9,4.761904762,7.245,1.5
395,B,Yangon,Normal,Male,Health and beauty,3.12,9,1.404,29.484,04-23-2019,13,Ewallet,28.080000000000002,4.761904762,1.404,7.5
396,B,Mandalay,Normal,Male,Electronic accessories,96.21,8,38.484,808.164,04-15-2019,15,,769.68,4.761904762,38.484,1.6
397,C,Naypyitaw,Normal,Male,Fashion accessories,25.53,5,6.3825,134.0325,05-21-2019,16,Credit card,127.65,4.761904762,6.3825,2.2
398,A,Yangon,Member,Male,Electronic accessories,71.08,6,21.324,447.804,06-14-2019,11,Cash,426.47999999999996,4.761904762,21.324,1.9
399,C,Mandalay,Member,Female,Home and lifestyle,83.57,9,37.6065,789.7365,06-26-2019,21,Ewallet,752.13,4.761904762,37.6065,9.6
400,A,Yangon,Normal,Male,Sports and travel,65.92,4,13.184,276.864,06-17-2019,13,Ewallet,263.67999999999995,4.761904762,13.184,8
401,C,Mandalay,Member,Female,Food and beverages,37.83,3,5.6745,119.1645,05-17-2019,10,Ewallet,113.49000000000001,4.761904762,5.6745,9.8
402,A,Mandalay,Member,Female,Sports and travel,71.4,9,32.13,674.73,05-14-2019,17,Ewallet,642.6,4.761904762,32.13,1.4
403,A,Mandalay,Member,Female,Home and lifestyle,96.04,10,48.02,1008.42,05-13-2019,20,Credit card,960.4,4.761904762,48.02,5.8
404,B,Mandalay,Normal,Female,Electronic accessories,47.2,9,21.24,446.04,05-11-2019,10,,424.8,4.761904762,21.24,7.4
405,B,Mandalay,Normal,Female,Fashion accessories,86.46,2,8.646,181.566,04-08-2019,20,Cash,172.92000000000002,4.761904762,8.646,4.4
406,C,Mandalay,Normal,Male,Health and beauty,69.94,4,13.988,293.748,05-04-2019,9,Credit card,279.76,4.761904762,13.988,7.5
407,C,Mandalay,Member,Male,Fashion accessories,54.8,3,8.22,172.62,04-28-2019,18,Cash,164.4,4.761904762,8.22,7.9
408,A,Mandalay,Normal,Male,Home and lifestyle,17.09,3,2.5635,53.8335,04-24-2019,11,Cash,51.27,4.761904762,2.5635,9.4
409,C,Yangon,Normal,Female,Food and beverages,80.31,7,28.1085,590.2785,04-13-2019,11,Ewallet,562.17,4.761904762,28.1085,2.7
410,C,Naypyitaw,Normal,Female,Fashion accessories,41.5,6,12.45,261.45,05-03-2019,11,Ewallet,249,4.761904762,12.45,9.4
411,C,Mandalay,Member,Male,Health and beauty,25.72,3,3.858,81.018,05-03-2019,10,,77.16,4.761904762,3.858,6.4
412,A,Naypyitaw,Normal,Male,Food and beverages,40.62,9,18.279,383.859,04-06-2019,15,Ewallet,365.58,4.761904762,18.279,6.7
413,C,Naypyitaw,Member,Male,Health and beauty,39.52,7,13.832,290.472,04-15-2019,19,Ewallet,276.64,4.761904762,13.832,3.9
414,B,Yangon,Normal,Female,Health and beauty,87.14,7,30.499,640.479,06-11-2019,19,Ewallet,609.98,4.761904762,30.499,3.2
415,A,Yangon,Normal,Female,Sports and travel,50.9,7,17.815,374.115,06-16-2019,18,Ewallet,356.3,4.761904762,17.815,5.7
416,C,Yangon,Member,Female,Home and lifestyle,66.53,10,33.265,698.565,04-02-2019,9,Credit card,665.3000000000001,4.761904762,33.265,6.5
417,C,Mandalay,Member,Male,Electronic accessories,38.55,10,19.275,404.775,04-22-2019,16,Credit card,385.5,4.761904762,19.275,9.8
418,B,Naypyitaw,Normal,Female,Health and beauty,57.15,8,22.86,480.06,04-17-2019,11,Ewallet,457.2,4.761904762,22.86,3.7
419,B,Mandalay,Member,Male,Fashion accessories,82.74,6,24.822,521.262,06-19-2019,15,Cash,496.43999999999994,4.761904762,24.822,8.3
420,A,Yangon,Member,Female,Fashion accessories,86.35,6,25.905,544.005,06-18-2019,18,Cash,518.1,4.761904762,25.905,6.2
421,A,Mandalay,Member,Female,Electronic accessories,96.18,8,38.472,807.912,04-23-2019,13,Ewallet,769.44,4.761904762,38.472,6.3
422,B,Yangon,Normal,Female,Home and lifestyle,55.04,10,27.52,577.92,05-24-2019,17,,550.4,4.761904762,27.52,3.5
423,B,Yangon,Normal,Male,Home and lifestyle,89.34,2,8.934,187.614,04-17-2019,18,Cash,178.68,4.761904762,8.934,1.7
424,C,Naypyitaw,Member,Male,Home and lifestyle,84.68,3,12.702,266.742,06-07-2019,13,Credit card,254.04000000000002,4.761904762,12.702,5.5
425,C,Yangon,Normal,Male,Fashion accessories,77.18,4,15.436,324.156,06-12-2019,18,Cash,308.72,4.761904762,15.436,8.6
426,C,Mandalay,Member,Male,Fashion accessories,49.87,5,12.4675,261.8175,06-02-2019,18,,249.35,4.761904762,12.4675,5.6
427,B,Naypyitaw,Member,Female,Electronic accessories,98.27,9,44.2215,928.6515,06-20-2019,18,,884.4300000000001,4.761904762,44.2215,7.2
428,B,Naypyitaw,Normal,Male,Fashion accessories,40.16,5,10.04,210.84,04-08-2019,19,Credit card,200.8,4.761904762,10.04,6.3
429,A,Yangon,Member,Male,Electronic accessories,9.45,10,4.725,99.225,05-27-2019,12,Ewallet,94.5,4.761904762,4.725,3.1
430,A,Mandalay,Member,Female,Sports and travel,6.92,8,2.768,58.128,04-20-2019,16,,55.36,4.761904762,2.768,3
431,B,Mandalay,Normal,Female,Health and beauty,87.37,3,13.1055,275.2155,06-02-2019,21,,262.11,4.761904762,13.1055,9.2
432,A,Mandalay,Normal,Female,Sports and travel,58.64,10,29.32,615.72,05-14-2019,18,,586.4,4.761904762,29.32,2.1
433,A,Naypyitaw,Member,Female,Electronic accessories,92.27,7,32.2945,678.1845,05-17-2019,9,Cash,645.89,4.761904762,32.2945,8.6
434,B,Naypyitaw,Member,Female,Electronic accessories,78.02,6,23.406,491.526,06-26-2019,9,Cash,468.12,4.761904762,23.406,5.4
435,B,Naypyitaw,Member,Male,Sports and travel,66.5,4,13.3,279.3,05-20-2019,21,Ewallet,266,4.761904762,13.3,4.1
436,B,Naypyitaw,Normal,Male,Sports and travel,12.39,4,2.478,52.038,04-08-2019,21,Ewallet,49.559999999999995,4.761904762,2.478,7.3
437,B,Mandalay,Member,Male,Food and beverages,73.48,4,14.696,308.616,04-04-2019,16,,293.91999999999996,4.761904762,14.696,3
438,A,Mandalay,Normal,Male,Electronic accessories,97.05,8,38.82,815.22,04-23-2019,20,Ewallet,776.4,4.761904762,38.82,3.1
439,C,Naypyitaw,Normal,Male,Sports and travel,26.78,3,4.017,84.357,06-12-2019,15,,80.34,4.761904762,4.017,6.9
440,C,Naypyitaw,Normal,Female,Health and beauty,7.8,3,1.17,24.57,05-13-2019,9,Cash,23.4,4.761904762,1.17,7.6
441,B,Yangon,Member,Male,Sports and travel,75.53,4,15.106,317.226,05-08-2019,12,Cash,302.12,4.761904762,15.106,2.9
442,A,Naypyitaw,Normal,Female,Food and beverages,17.94,2,1.794,37.674,06-19-2019,18,Cash,35.88,4.761904762,1.794,2
443,A,Naypyitaw,Member,Male,Health and beauty,45.53,5,11.3825,239.0325,04-08-2019,11,,227.65,4.761904762,11.3825,6.3
444,B,Naypyitaw,Member,Female,Home and lifestyle,6.82,9,3.069,64.449,05-30-2019,12,Credit card,61.379999999999995,4.761904762,3.069,9.3
445,C,Naypyitaw,Member,Male,Sports and travel,16.37,6,4.911,103.131,05-01-2019,20,,98.22,4.761904762,4.911,8.2
446,C,Mandalay,Normal,Male,Health and beauty,22.28,5,5.57,116.97,06-29-2019,17,,111.4,4.761904762,5.57,4.8
447,B,Naypyitaw,Normal,Female,Food and beverages,93.05,4,18.61,390.81,05-09-2019,16,Credit card,372.2,4.761904762,18.61,6.1
448,B,Mandalay,Member,Female,Health and beauty,59.39,2,5.939,124.719,06-01-2019,9,,118.78,4.761904762,5.939,6.6
449,C,Mandalay,Member,Male,Sports and travel,69.63,6,20.889,438.669,06-27-2019,16,Cash,417.78,4.761904762,20.889,6.8
450,A,Yangon,Normal,Female,Food and beverages,94.47,3,14.1705,297.5805,05-05-2019,17,Ewallet,283.40999999999997,4.761904762,14.1705,5
451,A,Naypyitaw,Normal,Male,Fashion accessories,17.98,6,5.394,113.274,06-16-2019,21,Ewallet,107.88,4.761904762,5.394,5.7
452,C,Mandalay,Member,Female,Fashion accessories,78.85,2,7.885,165.585,06-19-2019,9,,157.70000000000002,4.761904762,7.885,7.3
453,B,Yangon,Member,Male,Electronic accessories,74.17,3,11.1255,233.6355,04-14-2019,9,Cash,222.51000000000002,4.761904762,11.1255,1.7
454,B,Naypyitaw,Normal,Female,Home and lifestyle,64.63,2,6.463,135.723,06-22-2019,16,Credit card,129.26000000000002,4.761904762,6.463,6.8
455,A,Yangon,Member,Male,Electronic accessories,73.48,6,22.044,462.924,04-05-2019,13,Credit card,440.88,4.761904762,22.044,4
456,C,Naypyitaw,Member,Female,Home and lifestyle,32,7,11.2,235.2,05-24-2019,21,,224,4.761904762,11.2,1.3
457,B,Yangon,Member,Male,Home and lifestyle,78.59,7,27.5065,577.6365,06-18-2019,18,,550.13,4.761904762,27.5065,7.9
458,B,Yangon,Normal,Male,Home and lifestyle,23.28,5,5.82,122.22,05-29-2019,19,,116.4,4.761904762,5.82,1.4
459,A,Naypyitaw,Normal,Male,Sports and travel,14.43,4,2.886,60.606,05-21-2019,14,Ewallet,57.72,4.761904762,2.886,6.2
460,B,Mandalay,Normal,Female,Health and beauty,20.16,5,5.04,105.84,05-26-2019,15,Cash,100.8,4.761904762,5.04,8.8
461,C,Yangon,Member,Female,Fashion accessories,66.76,6,20.028,420.588,04-22-2019,21,Cash,400.56,4.761904762,20.028,4.6
462,A,Mandalay,Normal,Male,Electronic accessories,48.81,5,12.2025,256.2525,04-24-2019,10,Cash,244.05,4.761904762,12.2025,4.1
463,C,Yangon,Member,Female,Food and beverages,72.67,8,29.068,610.428,04-28-2019,9,Cash,581.36,4.761904762,29.068,4.3
464,B,Mandalay,Normal,Female,Food and beverages,53.97,2,5.397,113.337,06-13-2019,21,,107.94,4.761904762,5.397,6.4
465,C,Mandalay,Normal,Male,Sports and travel,58.85,1,2.9425,61.7925,05-07-2019,11,Ewallet,58.849999999999994,4.761904762,2.9425,1.8
466,A,Mandalay,Normal,Female,Sports and travel,79.77,9,35.8965,753.8265,04-11-2019,12,Credit card,717.9300000000001,4.761904762,35.8965,7
467,A,Naypyitaw,Normal,Male,Sports and travel,88.58,5,22.145,465.045,06-10-2019,18,,442.90000000000003,4.761904762,22.145,6
468,C,Mandalay,Member,Male,Food and beverages,22.01,5,5.5025,115.5525,04-25-2019,18,Credit card,110.05,4.761904762,5.5025,3.1
469,C,Yangon,Member,Female,Health and beauty,67.78,5,16.945,355.845,05-01-2019,9,,338.90000000000003,4.761904762,16.945,6.9
470,A,Mandalay,Member,Female,Home and lifestyle,27.49,8,10.996,230.916,06-28-2019,17,Credit card,219.92,4.761904762,10.996,4.7
471,A,Mandalay,Normal,Female,Electronic accessories,49.75,8,19.9,417.9,04-10-2019,19,Cash,398,4.761904762,19.9,8.8
472,B,Naypyitaw,Member,Male,Sports and travel,83.24,7,29.134,611.814,04-30-2019,14,,582.68,4.761904762,29.134,9.1
473,A,Mandalay,Normal,Male,Health and beauty,61.69,6,18.507,388.647,04-10-2019,19,,370.14,4.761904762,18.507,5.8
474,C,Yangon,Normal,Female,Electronic accessories,34.99,2,3.499,73.479,04-24-2019,14,,69.98,4.761904762,3.499,7.9
475,B,Naypyitaw,Normal,Male,Food and beverages,53.2,10,26.6,558.6,05-22-2019,17,Cash,532,4.761904762,26.6,7.7
476,B,Naypyitaw,Normal,Female,Food and beverages,4.3,7,1.505,31.605,06-22-2019,11,Ewallet,30.1,4.761904762,1.505,4.9
477,C,Naypyitaw,Normal,Male,Food and beverages,34.59,3,5.1885,108.9585,04-28-2019,12,,103.77,4.761904762,5.1885,7.3
478,A,Naypyitaw,Member,Male,Electronic accessories,16.71,7,5.8485,122.8185,06-05-2019,19,Cash,116.97,4.761904762,5.8485,3.9
479,C,Mandalay,Normal,Female,Electronic accessories,87.18,10,43.59,915.39,04-24-2019,18,Credit card,871.8,4.761904762,43.59,8.9
480,A,Yangon,Member,Female,Home and lifestyle,70.62,3,10.593,222.453,06-11-2019,18,,211.86,4.761904762,10.593,5
481,B,Yangon,Member,Female,Home and lifestyle,99.71,4,19.942,418.782,06-08-2019,13,Ewallet,398.84,4.761904762,19.942,8.5
482,A,Naypyitaw,Member,Female,Food and beverages,79.62,6,23.886,501.606,05-26-2019,16,Credit card,477.71999999999997,4.761904762,23.886,8.4
483,B,Naypyitaw,Normal,Female,Sports and travel,18.57,3,2.7855,58.4955,06-01-2019,13,Credit card,55.71,4.761904762,2.7855,6.1
484,A,Yangon,Normal,Male,Sports and travel,80.8,6,24.24,509.04,05-21-2019,21,Credit card,484.8,4.761904762,24.24,7.3
485,C,Yangon,Normal,Male,Health and beauty,28.33,10,14.165,297.465,04-08-2019,14,Ewallet,283.29999999999995,4.761904762,14.165,2.5
486,C,Mandalay,Normal,Female,Home and lifestyle,60.14,9,27.063,568.323,05-22-2019,19,Cash,541.26,4.761904762,27.063,9.6
487,A,Mandalay,Normal,Female,Health and beauty,75.79,6,22.737,477.477,05-05-2019,14,Ewallet,454.73999999999995,4.761904762,22.737,8.9
488,A,Mandalay,Normal,Female,Food and beverages,15.9,3,2.385,50.085,05-15-2019,11,Credit card,47.7,4.761904762,2.385,6.9
